bucket,is_new,fit_score,company,title,url,location,loc_bucket,workplace,pay_display,pay_min,pay_max,pay_type,pay_period,pay_source,years_required,years_text,jd_required,sales_attached,litigation_accepted,domain_floor,hard_exclude_reason,poor_reason,fit_signals,judgment_rationale,posted_date,closes_date,status,status_evidence,verified_at,via_aggregator,pipeline,sources,ats,board,job_id,key
outside,1,4,Fitch Group (LevFin Insights / CreditSights),Senior Research Credit Analyst - Euro HY Retail - London,https://careers.fitch.group/job/London-Senior-Research-Credit-Analyst-Euro-HY-Retail-London/1371967733/,,unknown,,Not listed,,,not listed,,,5,The ideal candidate should have at least 5-10 years of experience in the HY credit markets. This role contemplates a focu,N,N,unclear,,,,financial-services background a plus; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject; 5 years required (2–5 band),,2026-08-31,,open,Employer SuccessFactors job page loaded with title and description on this run,2026-09-25,,False,board:successfactors,successfactors,careers.fitch.group,1371967733,successfactors:careers.fitch.group:1371967733
outside,1,4,Fitch Group (LevFin Insights / CreditSights),"Director, Regulatory Solutions Business Analyst",https://careers.fitch.group/job/London-Director%2C-Regulatory-Solutions-Business-Analyst/1415632133/,,unknown,,Not listed,,,not listed,,,,,N,N,unclear,,,,financial-services background a plus; regulatory/legal/policy research for decisions; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject,,2026-09-12,,open,Employer SuccessFactors job page loaded with title and description on this run,2026-09-25,,False,board:successfactors,successfactors,careers.fitch.group,1415632133,successfactors:careers.fitch.group:1415632133
outside,0,4,Gen Digital,"Corporate Counsel, Product and Commercial",https://jobs.ashbyhq.com/gen-digital/7bde575d-5378-4001-8eef-69d0c609ad92,"USA - Tempe, AZ",us_other,hybrid,Not listed,,,not listed,,,3,"- 3–6 years of relevant legal experience at a law firm and/or in‑house, ideally s",Y,N,unclear,,,Practice area outside the target seats (corporate work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 3 years required (2–5 band),,2026-07-21,,open,Ashby API lists job on board 'gen-digital',2026-09-25,,False,board:ashby,ashby,gen-digital,7bde575d-5378-4001-8eef-69d0c609ad92,ashby:gen-digital:7bde575d-5378-4001-8eef-69d0c609ad92
outside,0,4,Horizon Engage,"Director, Global Macro",https://www.horizonengage.com/careers,United States,us_other,,Not listed,,,not listed,,,10,"10+ years in political risk, macro strategy, investment research or a closely r",N,N,unclear,,"Asks for 5+ years of equity research, banking or buy-side: …l markets community. Candidate Profile - Experience: 10+ years in political risk, macro strategy, investment research or a closely related field, with a track record of adv…","Asks for 5+ years of equity research, banking or buy-side: …l markets community. Candidate Profile - Experience: 10+ years in political risk, macro strategy, investment research or a closely related field, with a track record of adv…",financial-services background a plus; regulatory/legal/policy research for decisions; credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject,,2026-08-17,2026-10-16,open,"Employer careers page lists “Director, Global Macro” (United States) on this run; role details read from the www.politicalriskjobs.com listing (Employer page served schema.org JobPosting on this run (validThrough 2026-10-16T13:32:39.000000Z))",2026-09-25,,False,seed,jsonld,politicalriskjobs.com,616539882,jsonld:politicalriskjobs.com:616539882
outside,0,4,Hostinger,Senior Corporate Lawyer,https://jobs.ashbyhq.com/hostinger/6663abad-9097-4dcd-a54c-aa851476cb38,Vilnius; Kaunas,unknown,hybrid,Not listed,,,not listed,,,5,"- Master’s degree in Law (LL.M.) and at least 5 years of legal experience post-graduation, ideally combining both in-house",Y,N,unclear,,,Practice area outside the target seats (corporate work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 5 years required (2–5 band),,2026-09-07,,open,Ashby API lists job on board 'hostinger',2026-09-25,,False,board:ashby,ashby,hostinger,6663abad-9097-4dcd-a54c-aa851476cb38,ashby:hostinger:6663abad-9097-4dcd-a54c-aa851476cb38
outside,0,4,LangChain,Commercial Counsel,https://jobs.ashbyhq.com/langchain/d1ffe5ac-2f03-408b-a051-dad74c72771c,"San Francisco, CA",us_other,onsite,Not listed,,,not listed,,,5,"- 5–8 years of experience drafting, reviewing, and negotiating commercial technol",Y,N,unclear,,,Practice area outside the target seats (commercial work),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 5 years required (2–5 band),,2026-08-14,,open,Ashby API lists job d1ffe5ac-2f03-408b-a051-dad74c72771c on board 'langchain' on this run,2026-09-25,,False,feeds:hirelegalops,ashby,langchain,d1ffe5ac-2f03-408b-a051-dad74c72771c,ashby:langchain:d1ffe5ac-2f03-408b-a051-dad74c72771c
outside,0,4,Morgan Stanley,Human Resources US Policy Lead,https://ms.wd5.myworkdayjobs.com/External/job/Dallas-Texas-United-States-of-America/Human-Resources-US-Policy-Lead_PT-JR039073,"Dallas, Texas, United States of America",us_other,,Not listed,,,not listed,,,3,"- 3-5 years work-related experience - Demonstrate knowledge of US federal, state",N,N,unclear,3+ yrs HR employment-law policy drafting (meets: Y),,,financial-services background a plus; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; 3 years required (2–5 band),"""3-5 years work-related experience...Experience in Human Resources, Legal Sector, and/or Financial Services desirable"" — general threshold he meets.",2026-06-18,,open,"Workday detail endpoint returned PT-JR039073 with posted=true, canApply=True on this run",2026-09-25,,False,board:workday,workday,ms|wd5|External,PT-JR039073,workday:ms|wd5|External:PT-JR039073
outside,0,4,Scale AI,Research Advisor - Human Frontier Collective (US),https://job-boards.greenhouse.io/scaleai/jobs/4693078005,United States,us_other,,Not listed,,,not listed,,,5,"5+ years of relevant industry experience with strong, top-tier domain knowledg",Y,N,Y,"5+ yrs senior legal/BigLaw practice expertise (AI review, contract) (meets: stretch)",,"Generalist or off-target practice seat (wants senior legal/BigLaw practice expertise (AI review, contract))",JD required/preferred; litigation experience accepted; fintech/crypto/AI/market-structure subject; 5 years required (2–5 band),"""5+ years of relevant industry experience with strong, top-tier domain knowledge""; he's close but under, and it's a part-time contract gig.",2026-05-08,,open,Greenhouse API lists job 4693078005 on board 'scaleai',2026-09-25,,False,board:greenhouse,greenhouse,scaleai,4693078005,greenhouse:scaleai:4693078005
outside,0,3,Beam Therapeutics,"Vice President, Compliance",https://job-boards.greenhouse.io/beamtherapeutics/jobs/8392998002,"Cambridge, MA; Cambridge, Massachusetts, United States",us_other,,$310K–$400K base,310000.0,400000.0,base,year,greenhouse:pay_input_ranges,7,"- Relevant experience (typically 7 years or more, or equivalent combination of education, training, and experi",pref,N,unclear,,,"Asks for 7+ years: “- Relevant experience (typically 7 years or more, or equivalent combination of education, training, and experi”",JD required/preferred; regulatory/legal/policy research for decisions; base pay midpoint ≥ $150K,,2026-01-27,,open,Greenhouse API lists job 8392998002 on board 'beamtherapeutics',2026-09-25,,False,board:greenhouse,greenhouse,beamtherapeutics,8392998002,greenhouse:beamtherapeutics:8392998002
outside,0,3,Anthropic,"IP Counsel, Trademarks & Domains",https://job-boards.greenhouse.io/anthropic/jobs/5398360008,"San Francisco, CA; San Francisco, California, United States",us_other,,$335K–$385K OTE + bonus,335000.0,385000.0,OTE,year,greenhouse:pay_input_ranges,10,10+ years of trademark and domain practice - Prior in-house experience at a,Y,N,unclear,,Pay is quoted as OTE (variable-heavy),Pay is quoted as OTE (variable-heavy),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject,,2026-08-24,,open,Greenhouse API lists job 5398360008 on board 'anthropic',2026-09-25,,False,board:greenhouse,greenhouse,anthropic,5398360008,greenhouse:anthropic:5398360008
outside,0,3,Anthropic,"IP Counsel, Patents",https://job-boards.greenhouse.io/anthropic/jobs/5387829008,"San Francisco, CA; San Francisco, California, United States",us_other,,$335K–$385K OTE + bonus,335000.0,385000.0,OTE,year,greenhouse:pay_input_ranges,10,- 10+ years of legal experience with demonstrated expertise across the IP spectru,Y,N,unclear,,Pay is quoted as OTE (variable-heavy),Pay is quoted as OTE (variable-heavy),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject,,2026-08-14,,open,Greenhouse API lists job 5387829008 on board 'anthropic',2026-09-25,,False,board:greenhouse,greenhouse,anthropic,5387829008,greenhouse:anthropic:5387829008
outside,0,3,Anthropic,"Manager, Commercial Counsel, GTM",https://job-boards.greenhouse.io/anthropic/jobs/5209661008,"San Francisco, CA; San Francisco, California, United States",us_other,,$320K–$385K OTE + bonus,320000.0,385000.0,OTE,year,greenhouse:pay_input_ranges,8,"8+ years of legal experience, with substantial time spent on commercial contra",Y,N,unclear,,Pay is quoted as OTE (variable-heavy),Pay is quoted as OTE (variable-heavy),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject,,2026-05-04,,open,Greenhouse API lists job 5209661008 on board 'anthropic',2026-09-25,,False,board:greenhouse,greenhouse,anthropic,5209661008,greenhouse:anthropic:5209661008
outside,0,3,Celea Therapeutics,"Vice President, Regulatory Affairs",https://job-boards.greenhouse.io/celeatherapeutics/jobs/4375382009,"Boston; Boston, Massachusetts, United States",us_other,,$330K–$375K base + bonus + equity,330000.0,375000.0,base,year,greenhouse:pay_input_ranges,7,"h or pharmaceutical industry, including 7+ years of leadership and management experience. - Demonstrated expertise i",N,N,unclear,,Asks for 10+ years: “- 15+ years of experience in Regulatory Affairs within the biotech or pharmaceuti”,Asks for 10+ years: “- 15+ years of experience in Regulatory Affairs within the biotech or pharmaceuti”,regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-08-19,,open,Greenhouse API lists job 4375382009 on board 'celeatherapeutics',2026-09-25,,False,board:greenhouse,greenhouse,celeatherapeutics,4375382009,greenhouse:celeatherapeutics:4375382009
outside,0,3,Barnes,Commercial Litigation Associate,https://jobs.ashbyhq.com/barnes/6b9766ac-c69c-4714-b99e-c5c091fe1f1d,Los Angeles,us_other,onsite,$250K–$370K base + bonus,250000.0,370000.0,base,year,ashby:compensation,3,"- Candidates should have 3 to 6 years of litigation experience at a law firm, representing clients in both",N,N,Y,,,"Law-firm associate seat (billable practice, court time)",litigation experience accepted; base pay midpoint ≥ $150K; 3 years required (2–5 band),,2026-07-08,,open,Ashby API lists job on board 'barnes',2026-09-25,,False,board:ashby,ashby,barnes,6b9766ac-c69c-4714-b99e-c5c091fe1f1d,ashby:barnes:6b9766ac-c69c-4714-b99e-c5c091fe1f1d
outside,0,3,OpenAI,"Deal Lead, Special Situations (Semiconductors)",https://jobs.ashbyhq.com/openai/875b6559-55f0-4cea-ad62-0063d0cb0b73,San Francisco,us_other,hybrid,$333K–$370K base + equity,333000.0,370000.0,base,year,ashby:compensation,,,N,N,unclear,,"Asks for 5+ years of equity research, banking or buy-side: …risk You might thrive in this role if you: - Have 10+ years in business development, partnerships, corporate development, private equity, or founding roles where you personally drove and clos…","Asks for 5+ years of equity research, banking or buy-side: …risk You might thrive in this role if you: - Have 10+ years in business development, partnerships, corporate development, private equity, or founding roles where you personally drove and clos…",credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-07-15,,open,Ashby API lists job on board 'openai',2026-09-25,,False,board:ashby,ashby,openai,875b6559-55f0-4cea-ad62-0063d0cb0b73,ashby:openai:875b6559-55f0-4cea-ad62-0063d0cb0b73
outside,0,3,OpenAI,"Senior Counsel, AI Product (Enterprise/API)",https://jobs.ashbyhq.com/openai/68b1e4ba-da3f-4712-ad14-8c12ebaa28a4,San Francisco,us_other,hybrid,$330K–$366K base + equity,330000.0,366000.0,base,year,ashby:compensation,8,- Have 8+ years of experience with a mix of in-house or technology-focused law firm r,Y,N,unclear,,,Asks for 8+ years: “- Have 8+ years of experience with a mix of in-house or technology-focused law firm r”,JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-08-14,,open,Ashby API lists job on board 'openai',2026-09-25,,False,board:ashby,ashby,openai,68b1e4ba-da3f-4712-ad14-8c12ebaa28a4,ashby:openai:68b1e4ba-da3f-4712-ad14-8c12ebaa28a4
outside,0,3,OpenAI,"Senior Counsel, Corporate (M&A)",https://jobs.ashbyhq.com/openai/c4723243-69e5-45e3-a1c4-ad16df988428,San Francisco,us_other,hybrid,$330K–$366K base + equity,330000.0,366000.0,base,year,ashby:compensation,8,"- Have 8+ years of combined, transactional-focused legal experience with fast-paced t",Y,N,unclear,,"Asks for 6+ years of leveraged-finance or transactional practice: …ion. You might thrive in this role if you: - Have 8+ years of combined, transactional-focused legal experience with fast-paced technology co…","Asks for 6+ years of leveraged-finance or transactional practice: …ion. You might thrive in this role if you: - Have 8+ years of combined, transactional-focused legal experience with fast-paced technology co…",JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-03-13,,open,Ashby API lists job on board 'openai',2026-09-25,,False,board:ashby,ashby,openai,c4723243-69e5-45e3-a1c4-ad16df988428,ashby:openai:c4723243-69e5-45e3-a1c4-ad16df988428
outside,0,3,Amylyx Pharmaceuticals,"VP, Regulatory Promotion and Advertising",https://job-boards.greenhouse.io/amylyx/jobs/6143451004,"Cambridge, MA; Cambridge, Massachusetts, United States",us_other,,$314K–$353K base,314000.0,353000.0,base,year,greenhouse:pay_input_ranges,8,"er’s degree with 10+ years, or PhD with 8+ years of relevant experience in US Advertising and Promotion within the bio",N,N,unclear,,"Asks for 10+ years: “- Bachelor’s degree with 12+ years, Master’s degree with 10+ years, or PhD with 8+ years of relevant exp”","Asks for 10+ years: “- Bachelor’s degree with 12+ years, Master’s degree with 10+ years, or PhD with 8+ years of relevant exp”",regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-08-14,,open,Greenhouse API lists job 6143451004 on board 'amylyx',2026-09-25,,False,board:greenhouse,greenhouse,amylyx,6143451004,greenhouse:amylyx:6143451004
outside,0,3,Ares,"Principal, Digital Infrastructure Counsel (Leasing & Hyperscale relationships)",https://aresmgmt.wd1.myworkdayjobs.com/External/job/Bellevue-WA/Principal--Digital-Infrastructure-Counsel--Leasing---Customer-Relationships-_R8027-1,"Bellevue, WA; Los Angeles, CA - Century City; Denver, CO",us_other,,$300K–$350K base + bonus,300000.0,350000.0,base,year,regex:range,10,"- The ideal candidate will possess 10+ years of strong technical and analytical capabilities, a sharp intellect an",Y,N,unclear,,"Asks for 10+ years: “- The ideal candidate will possess 10+ years of strong technical and analytical capabilities, a sharp intellect an”","Asks for 10+ years: “- The ideal candidate will possess 10+ years of strong technical and analytical capabilities, a sharp intellect an”",JD required/preferred; regulatory/legal/policy research for decisions; base pay midpoint ≥ $150K,,2026-09-01,,open,"Workday detail endpoint returned R8027 with posted=true, canApply=True on this run",2026-09-25,,False,board:workday,workday,aresmgmt|wd1|External,R8027,workday:aresmgmt|wd1|External:R8027
outside,0,3,Uniphore,"Associate General Counsel, Commercial @ Uniphore",https://jobs.ashbyhq.com/jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814/7260f6d3-4fd4-4c34-b3c8-55a896bcb0f4,"Palo Alto, CA",us_other,,$280K–$350K base + equity,280000.0,350000.0,base,year,ashby:compensation,,,N,N,unclear,,,Practice area outside the target seats (commercial work),regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-09-08,,open,Ashby API lists job on board 'jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814',2026-09-25,,False,board:ashby,ashby,jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814,7260f6d3-4fd4-4c34-b3c8-55a896bcb0f4,ashby:jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814:7260f6d3-4fd4-4c34-b3c8-55a896bcb0f4
outside,0,3,Handshake,Senior Director - AI Commercial Counsel,https://jobs.ashbyhq.com/handshake/cd613f8d-a61c-4c2f-8e92-9064aa52099d,"San Francisco, CA",us_other,onsite,$276K–$345K base + equity,276000.0,345000.0,base,year,ashby:compensation,10,"- 10+ years of combined legal experience, including law firm training and in-hous",Y,N,unclear,,"Asks for 10+ years: “- 10+ years of combined legal experience, including law firm training and in-hous”","Asks for 10+ years: “- 10+ years of combined legal experience, including law firm training and in-hous”",JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-09-10,,open,Ashby API lists job on board 'handshake',2026-09-25,,False,board:ashby,ashby,handshake,cd613f8d-a61c-4c2f-8e92-9064aa52099d,ashby:handshake:cd613f8d-a61c-4c2f-8e92-9064aa52099d
outside,0,3,Anthropic,"Compute & Infrastructure Counsel, Real Estate",https://job-boards.greenhouse.io/anthropic/jobs/5427969008,"San Francisco, CA | Seattle, WA; San Francisco, California, United States",us_other,,$265K–$335K OTE + bonus,265000.0,335000.0,OTE,year,greenhouse:pay_input_ranges,8,At least 8 years of relevant legal experience with meaningful exposure to infrastructu,Y,N,unclear,,Pay is quoted as OTE (variable-heavy),Pay is quoted as OTE (variable-heavy),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject,,2026-09-19,,open,Greenhouse API lists job 5427969008 on board 'anthropic',2026-09-25,,False,board:greenhouse,greenhouse,anthropic,5427969008,greenhouse:anthropic:5427969008
outside,0,3,Insitro,"Vice President, Regulatory Affairs",https://jobs.ashbyhq.com/insitro/ef3fa58b-1782-4ee2-b917-c8b075bdd9be,"South San Francisco, CA",us_other,,$313K–$333K base + bonus + equity,313000.0,333000.0,base,year,regex:range,10,10+ years of experience in regulatory affairs in the biotechnology and/or pharm,N,N,unclear,,Asks for 10+ years: “10+ years of experience in regulatory affairs in the biotechnology and/or pharm”,Asks for 10+ years: “10+ years of experience in regulatory affairs in the biotechnology and/or pharm”,regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-08-18,,open,Ashby API lists job on board 'insitro',2026-09-25,,False,board:ashby,ashby,insitro,ef3fa58b-1782-4ee2-b917-c8b075bdd9be,ashby:insitro:ef3fa58b-1782-4ee2-b917-c8b075bdd9be
outside,0,3,Cohere,Lead - US Government Affairs & Public Policy,https://jobs.ashbyhq.com/cohere/bde93d36-4a41-4c8c-bd98-b4e44f9061e4,"Washington, DC",us_other,hybrid,$175K–$330K base + equity,175000.0,330000.0,base,year,ashby:compensation,10,10 to 15+ years of proven leadership experience blending corporate government affairs,N,N,unclear,,Asks for 10+ years: “10 to 15+ years of proven leadership experience blending corporate government affairs”,Asks for 10+ years: “10 to 15+ years of proven leadership experience blending corporate government affairs”,credit/distressed/bankruptcy subject; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-09-03,,open,Ashby API lists job on board 'cohere',2026-09-25,,False,board:ashby,ashby,cohere,bde93d36-4a41-4c8c-bd98-b4e44f9061e4,ashby:cohere:bde93d36-4a41-4c8c-bd98-b4e44f9061e4
outside,0,3,"Crunchyroll, LLC","Vice President, Content Protection & Anti-Piracy",https://boards.greenhouse.io/crunchyroll/jobs/8079951?gh_jid=8079951,"Los Angeles, California, United States",us_other,,"$274,400–$330K base + bonus",274400.0,330000.0,base,year,greenhouse:pay_input_ranges,15,"- 15+ years of experience leading content protection, anti-piracy, digital rights",N,N,unclear,,"Asks for 10+ years: “- 15+ years of experience leading content protection, anti-piracy, digital rights”","Asks for 10+ years: “- 15+ years of experience leading content protection, anti-piracy, digital rights”",regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-07-22,,open,Greenhouse API lists job 8079951 on board 'crunchyroll',2026-09-25,,False,board:greenhouse,greenhouse,crunchyroll,8079951,greenhouse:crunchyroll:8079951
outside,0,3,Axiom Talent Platform,ESG Attorney,https://www.axiomlaw.com/careers/lawyers/available-positions/8797759002?gh_jid=8797759002,US - US - Houston,us_other,,"$104,500–$325K base",104500.0,325000.0,base,year,regex:range,7,"- 7+ years of experience practicing with a focus on environmental, social, and g",Y,N,unclear,,"Asks for 10+ years: “For over 25 years, Axiom has pioneered the alternative legal services industry, now ser”","Asks for 10+ years: “For over 25 years, Axiom has pioneered the alternative legal services industry, now ser”",JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-09-10,,open,Greenhouse API lists job 8797759002 on board 'axiomtalentplatform',2026-09-25,,False,board:greenhouse,greenhouse,axiomtalentplatform,8797759002,greenhouse:axiomtalentplatform:8797759002
outside,0,3,Crusoe,"Senior Director, Development",https://jobs.ashbyhq.com/crusoe/e1e65ac9-dc7d-45d6-a85f-0d959b02e0d0,"San Francisco, CA - US",us_other,onsite,$270K–$325K base + bonus + equity,270000.0,325000.0,base,year,regex:range,15,"15+ years of progressive leadership in large-scale real estate development, wit",pref,N,unclear,,"Asks for 10+ years: “15+ years of progressive leadership in large-scale real estate development, wit”","Asks for 10+ years: “15+ years of progressive leadership in large-scale real estate development, wit”",JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-07-29,,open,Ashby API lists job on board 'crusoe',2026-09-25,,False,board:ashby,ashby,crusoe,e1e65ac9-dc7d-45d6-a85f-0d959b02e0d0,ashby:crusoe:e1e65ac9-dc7d-45d6-a85f-0d959b02e0d0
outside,0,3,Mastercard,Senior Counsel - Commercial Transactions & Services Solutions,https://mastercard.wd1.myworkdayjobs.com/CorporateCareers/job/Purchase-New-York/Senior-Counsel---Commercial-Transactions---Services-Solutions_R-287921-1,"Purchase, New York; Miami, Florida",us_other,,$204K–$325K base + bonus,204000.0,325000.0,base,year,regex:range,,,Y,N,unclear,,,Practice area outside the target seats (commercial work),JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-08-26,,open,"Workday detail endpoint returned R-287921 with posted=true, canApply=True on this run",2026-09-25,,False,board:workday,workday,mastercard|wd1|CorporateCareers,R-287921,workday:mastercard|wd1|CorporateCareers:R-287921
outside,0,3,Quality Collision Group,General Counsel @ Quality Collision Group,https://jobs.ashbyhq.com/jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814/798cab65-a65c-4553-81fa-55e4b18490e9,"McKinney, TX",us_other,,$250K–$325K base,250000.0,325000.0,base,year,ashby:compensation,5,"practice law in the United States, and 5–10 years of corporate and transactional experience, including M&A execution wi",N,N,unclear,,"Asks for 6+ years of leveraged-finance or transactional practice: …ve license to practice law in the United States, and 5–10 years of corporate and transactional experience, including M&A execution within a leading l…","Asks for 6+ years of leveraged-finance or transactional practice: …ve license to practice law in the United States, and 5–10 years of corporate and transactional experience, including M&A execution within a leading l…",regulatory/legal/policy research for decisions; base pay midpoint ≥ $150K; 5 years required (2–5 band),,2026-09-11,,open,Ashby API lists job on board 'jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814',2026-09-25,,False,board:ashby,ashby,jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814,798cab65-a65c-4553-81fa-55e4b18490e9,ashby:jobs-page-4dc2685b-eb82-46d1-a3f9-1f0764dba814:798cab65-a65c-4553-81fa-55e4b18490e9
outside,0,3,Barnes,Litigation Associate,https://jobs.ashbyhq.com/barnes/9557a87a-9896-41b4-81ca-2aa6e9551bd5,Morristown,unknown,,$245K–$320K base + bonus,245000.0,320000.0,base,year,ashby:compensation,4,gation Associate with at least three to four years of litigation experience to work on complex commercial and consumer p,N,N,Y,,,"Law-firm associate seat (billable practice, court time)",litigation experience accepted; base pay midpoint ≥ $150K; 4 years required (2–5 band),,2026-07-06,,open,Ashby API lists job on board 'barnes',2026-09-25,,False,board:ashby,ashby,barnes,9557a87a-9896-41b4-81ca-2aa6e9551bd5,ashby:barnes:9557a87a-9896-41b4-81ca-2aa6e9551bd5
outside,0,3,Alliance Defending Freedom,"Sr. Counsel, Vice President of Government Affairs",https://job-boards.greenhouse.io/alliancedefendingfreedom/jobs/5293378008?gh_jid=5293378008,"Lansdowne, VA; Washington, D.C.; Lansdowne, Virginia, United States; Washington, District of Columbia, United States",us_other,,$225K–$300K base,225000.0,300000.0,base,year,greenhouse:pay_input_ranges,4,- 4+ years of professional experience working in a federal legislative context.,Y,N,unclear,,Asks for 10+ years: “- 10+ years of professional experience working in federal or state legislative or”,Asks for 10+ years: “- 10+ years of professional experience working in federal or state legislative or”,JD required/preferred; base pay midpoint ≥ $150K; 4 years required (2–5 band),,2026-08-19,,open,Greenhouse API lists job 5293378008 on board 'alliancedefendingfreedom',2026-09-25,,False,board:greenhouse,greenhouse,alliancedefendingfreedom,5293378008,greenhouse:alliancedefendingfreedom:5293378008
outside,0,3,Antares,General Counsel,https://jobs.ashbyhq.com/antares/95f14b2f-46ae-42e7-b7dc-e9990e78579e,Los Angeles,us_other,,$190K–$300K base + equity,190000.0,300000.0,base,year,ashby:compensation,12,- 12 + years of legal experience - Experience in 2 out of the 3 areas of experti,Y,N,unclear,,Asks for 10+ years: “- 12 + years of legal experience - Experience in 2 out of the 3 areas of experti”,Asks for 10+ years: “- 12 + years of legal experience - Experience in 2 out of the 3 areas of experti”,JD required/preferred; regulatory/legal/policy research for decisions; base pay midpoint ≥ $150K,,2026-07-31,,open,Ashby API lists job on board 'antares',2026-09-25,,False,board:ashby,ashby,antares,95f14b2f-46ae-42e7-b7dc-e9990e78579e,ashby:antares:95f14b2f-46ae-42e7-b7dc-e9990e78579e
outside,0,3,DensityAI,Legal Counsel,https://job-boards.greenhouse.io/densityai/jobs/4306788009,"Mountain View, CA; Mountain View, California, United States",us_other,,$260K–$300K base + equity,260000.0,300000.0,base,year,greenhouse:pay_input_ranges,15,"- 15+ years of commercial/technology transactional experience, in-house and/or at",Y,N,unclear,,"Asks for 6+ years of leveraged-finance or transactional practice: …nding of at least one U.S. state bar (CA preferred) - 15+ years of commercial/technology transactional experience, in-house and/or at a top law firm - Deep…","Asks for 6+ years of leveraged-finance or transactional practice: …nding of at least one U.S. state bar (CA preferred) - 15+ years of commercial/technology transactional experience, in-house and/or at a top law firm - Deep…",JD required/preferred; fintech/crypto/AI/market-structure subject; base pay midpoint ≥ $150K,,2026-07-07,,open,Greenhouse API lists job 4306788009 on board 'densityai',2026-09-25,,False,board:greenhouse,greenhouse,densityai,4306788009,greenhouse:densityai:4306788009
outside,0,3,Checkr,Director of Tax,https://job-boards.greenhouse.io/checkr/jobs/8202960,"San Francisco, California, United States",us_other,,$252K–$296K OTE + equity,252000.0,296000.0,OTE,year,greenhouse:pay_input_ranges,12,"- 12+ years of progressive tax experience, including a combination of Big 4 and i",pref,N,unclear,,Pay is quoted as OTE (variable-heavy),Pay is quoted as OTE (variable-heavy),JD required/preferred; regulatory/legal/policy research for decisions; fintech/crypto/AI/market-structure subject,,2026-09-14,,open,Greenhouse API lists job 8202960 on board 'checkr',2026-09-25,,False,board:greenhouse,greenhouse,checkr,8202960,greenhouse:checkr:8202960
outside,0,3,Barnes,Product Liability Litigation Associate,https://jobs.ashbyhq.com/barnes/3e4c8168-0e17-46ce-9b44-965941f7fd98,Los Angeles,us_other,,$225K–$295K base,225000.0,295000.0,base,year,ashby:compensation,4,- Two to four years of complex product liability litigation experience at a law firm. -,N,N,Y,,,"Law-firm associate seat (billable practice, court time)",litigation experience accepted; base pay midpoint ≥ $150K; 4 years required (2–5 band),,2025-11-05,,open,Ashby API lists job on board 'barnes',2026-09-25,,False,board:ashby,ashby,barnes,3e4c8168-0e17-46ce-9b44-965941f7fd98,ashby:barnes:3e4c8168-0e17-46ce-9b44-965941f7fd98
